msisdn,age,gender
subscribers_01165,80,male
subscribers_01166,72,male
subscribers_01167,43,male
subscribers_01168,35,male
subscribers_01169,62,male
subscribers_01170,30,female
subscribers_01171,20,male
subscribers_01172,37,male
subscribers_01173,52,female
subscribers_01174,24,female
subscribers_01175,30,female
subscribers_01176,52,male
subscribers_01177,77,female
subscribers_01178,65,female
subscribers_01179,27,male
subscribers_01180,17,female
subscribers_01181,33,male
subscribers_01182,32,female
subscribers_01183,36,female
subscribers_01184,58,male
subscribers_01185,44,male
subscribers_01186,16,female
subscribers_01187,54,female
subscribers_01188,23,male
subscribers_01189,53,male
subscribers_01190,27,female
subscribers_01191,60,male
subscribers_01192,25,male
subscribers_01193,30,male
subscribers_01194,27,female
subscribers_01195,27,male
subscribers_01196,39,female
subscribers_01197,28,male
subscribers_01198,35,female
subscribers_01199,19,male
subscribers_01200,80,male
subscribers_01201,41,male
subscribers_01202,16,male
subscribers_01203,16,female
subscribers_01204,34,male
subscribers_01205,62,male
subscribers_01206,42,male
subscribers_01207,48,male
subscribers_01208,69,male
subscribers_01209,34,female
subscribers_01210,23,female
subscribers_01211,39,male
subscribers_01212,39,female
subscribers_01213,48,female
subscribers_01214,18,male
subscribers_01215,26,male
subscribers_01216,44,male
subscribers_01217,22,male
subscribers_01218,47,female
subscribers_01219,62,male
subscribers_01220,40,female
subscribers_01221,39,male
subscribers_01222,62,male
subscribers_01223,65,male
subscribers_01224,45,male
subscribers_01225,35,male
subscribers_01226,28,male
subscribers_01227,49,male
subscribers_01228,50,male
subscribers_01229,18,male
subscribers_01230,33,male
subscribers_01231,65,male
subscribers_01232,40,female
subscribers_01233,61,male
subscribers_01234,56,female
subscribers_01235,18,male
subscribers_01236,69,male
subscribers_01237,54,male
subscribers_01238,72,male
subscribers_01239,37,female
subscribers_01240,44,male
subscribers_01241,37,female
subscribers_01242,71,female
subscribers_01243,38,male
subscribers_01244,49,female
subscribers_01245,31,female
subscribers_01246,36,male
subscribers_01247,44,male
subscribers_01248,76,male
subscribers_01249,58,female
subscribers_01250,34,male
subscribers_01251,41,female
subscribers_01252,30,male
subscribers_01253,69,female
subscribers_01254,31,female
subscribers_01255,67,male
subscribers_01256,57,female
subscribers_01257,26,male
subscribers_01258,41,male
subscribers_01259,55,female
subscribers_01260,18,female
subscribers_01261,41,male
subscribers_01262,30,male
subscribers_01263,48,female
subscribers_01264,69,female
subscribers_01265,46,male
subscribers_01266,49,male
subscribers_01267,31,female
subscribers_01268,27,male
subscribers_01269,29,male
subscribers_01270,35,female
subscribers_01271,18,female
subscribers_01272,49,female
subscribers_01273,77,female
subscribers_01274,19,male
subscribers_01275,27,male
subscribers_01276,26,male
subscribers_01277,19,female
subscribers_01278,63,male
subscribers_01279,73,female
subscribers_01280,35,male
subscribers_01281,53,female
subscribers_01282,70,male
subscribers_01283,30,male
subscribers_01284,48,male
subscribers_01285,15,male
subscribers_01286,35,male
subscribers_01287,55,male
subscribers_01288,16,male
subscribers_01289,35,male
subscribers_01290,37,male
subscribers_01291,52,male
subscribers_01292,19,female
subscribers_01293,23,female
subscribers_01294,16,female
subscribers_01295,42,male
subscribers_01296,64,male
subscribers_01297,35,female
subscribers_01298,30,female
subscribers_01299,17,male
subscribers_01300,42,female
subscribers_01301,42,female
subscribers_01302,49,male
subscribers_01303,54,female
subscribers_01304,16,female
subscribers_01305,34,male
subscribers_01306,28,male
subscribers_01307,47,male
subscribers_01308,58,female
subscribers_01309,20,male
subscribers_01310,62,female
subscribers_01311,57,female
subscribers_01312,63,female
subscribers_01313,52,male
subscribers_01314,47,male
subscribers_01315,56,female
subscribers_01316,55,male
subscribers_01317,22,female
subscribers_01318,21,male
subscribers_01319,18,male
subscribers_01320,50,male
subscribers_01321,47,male
subscribers_01322,51,male
subscribers_01323,17,female
subscribers_01324,29,male
subscribers_01325,67,female
subscribers_01326,45,female
subscribers_01327,49,male
subscribers_01328,23,female
subscribers_01329,65,male
subscribers_01330,17,male
subscribers_01331,60,female
subscribers_01332,71,male
subscribers_01333,17,male
subscribers_01334,52,male
subscribers_01335,54,male
subscribers_01336,34,female
subscribers_01337,16,male
subscribers_01338,43,male
subscribers_01339,63,male
subscribers_01340,37,female
subscribers_01341,45,male
subscribers_01342,29,male
subscribers_01343,47,male
subscribers_01344,64,male
subscribers_01345,74,female
subscribers_01346,51,female
subscribers_01347,75,male
subscribers_01348,54,female
subscribers_01349,52,male
subscribers_01350,42,male
subscribers_01351,17,female
subscribers_01352,29,male
subscribers_01353,44,female
subscribers_01354,49,male
subscribers_01355,57,male
subscribers_01356,65,male
subscribers_01357,26,male
subscribers_01358,17,male
subscribers_01359,61,female
subscribers_01360,24,male
subscribers_01361,51,male
subscribers_01362,17,male
subscribers_01363,41,male
subscribers_01364,15,female
subscribers_01365,59,female
subscribers_01366,24,male
subscribers_01367,59,female
subscribers_01368,57,male
subscribers_01369,66,male
subscribers_01370,37,male
subscribers_01371,18,male
subscribers_01372,22,female
subscribers_01373,31,male
subscribers_01374,28,male
subscribers_01375,52,female
subscribers_01376,24,female
subscribers_01377,29,female
subscribers_01378,25,male
subscribers_01379,48,female
subscribers_01380,30,male
subscribers_01381,67,male
subscribers_01382,38,male
subscribers_01383,64,male
subscribers_01384,61,female
subscribers_01385,29,male
subscribers_01386,22,male
subscribers_01387,48,male
subscribers_01388,37,male
subscribers_01389,63,male
subscribers_01390,37,male
subscribers_01391,38,male
subscribers_01392,59,female
subscribers_01393,24,male
subscribers_01394,24,male
subscribers_01395,41,female
subscribers_01396,36,male
subscribers_01397,49,male
subscribers_01398,61,female
subscribers_01399,57,male
subscribers_01400,35,male
subscribers_01401,29,female
subscribers_01402,49,female
subscribers_01403,25,female
subscribers_01404,21,male
subscribers_01405,65,female
subscribers_01406,29,female
subscribers_01407,31,male
subscribers_01408,86,male
subscribers_01409,63,female
subscribers_01410,25,male
subscribers_01411,36,male
subscribers_01412,50,male
subscribers_01413,17,male
subscribers_01414,47,male
subscribers_01415,43,male
subscribers_01416,63,female
subscribers_01417,50,female
subscribers_01418,59,male
subscribers_01419,27,female
subscribers_01420,95,female
subscribers_01421,75,female
subscribers_01422,67,male
subscribers_01423,51,female
subscribers_01424,51,male
subscribers_01425,36,male
subscribers_01426,17,male
subscribers_01427,39,male
subscribers_01428,53,male
subscribers_01429,55,male
subscribers_01430,24,male
subscribers_01431,22,female
subscribers_01432,38,female
subscribers_01433,73,male
subscribers_01434,16,female
subscribers_01435,24,male
subscribers_01436,20,female
subscribers_01437,65,male
subscribers_01438,59,male
subscribers_01439,57,male
subscribers_01440,62,male
subscribers_01441,33,female
subscribers_01442,40,female
subscribers_01443,52,female
subscribers_01444,20,female
subscribers_01445,27,male
subscribers_01446,56,male
subscribers_01447,63,male
subscribers_01448,53,female
subscribers_01449,39,male
subscribers_01450,69,male
subscribers_01451,43,female
subscribers_01452,50,female
subscribers_01453,24,female
subscribers_01454,50,male
subscribers_01455,33,female
subscribers_01456,18,male
subscribers_01457,58,female
subscribers_01458,38,male
subscribers_01459,15,female
subscribers_01460,45,male
subscribers_01461,69,male
subscribers_01462,28,female
subscribers_01463,30,female
subscribers_01464,89,female
subscribers_01465,44,male
subscribers_01466,53,female
subscribers_01467,65,female
subscribers_01468,29,female
subscribers_01469,22,female
subscribers_01470,25,male
subscribers_01471,70,female
subscribers_01472,19,female
subscribers_01473,52,male
subscribers_01474,24,male
subscribers_01475,27,female
subscribers_01476,29,female
subscribers_01477,50,female
subscribers_01478,27,male
subscribers_01479,35,female
subscribers_01480,38,male
subscribers_01481,56,male
subscribers_01482,32,male
subscribers_01483,42,male
subscribers_01484,52,male
subscribers_01485,66,male
subscribers_01486,37,male
subscribers_01487,43,male
subscribers_01488,58,male
subscribers_01489,49,male
subscribers_01490,17,male
subscribers_01491,33,male
subscribers_01492,57,female
subscribers_01493,63,male
subscribers_01494,41,male
subscribers_01495,65,female
subscribers_01496,28,female
subscribers_01497,87,female
subscribers_01498,76,female
subscribers_01499,65,male
subscribers_01500,38,male
subscribers_01501,66,male
subscribers_01502,53,male
subscribers_01503,19,female
subscribers_01504,59,female
subscribers_01505,45,male
subscribers_01506,65,male
subscribers_01507,63,female
subscribers_01508,44,female
subscribers_01509,48,female
subscribers_01510,59,male
subscribers_01511,59,female
subscribers_01512,26,male
subscribers_01513,46,male
subscribers_01514,49,male
subscribers_01515,29,female
subscribers_01516,36,female
subscribers_01517,27,female
subscribers_01518,72,female
subscribers_01519,46,female
subscribers_01520,43,female
subscribers_01521,18,male
subscribers_01522,50,female
subscribers_01523,41,female
subscribers_01524,54,male
subscribers_01525,73,female
subscribers_01526,80,male
subscribers_01527,20,male
subscribers_01528,19,male
subscribers_01529,63,female
subscribers_01530,63,female
subscribers_01531,71,female
subscribers_01532,25,male
subscribers_01533,90,male
subscribers_01534,67,male
subscribers_01535,51,female
subscribers_01536,18,female
subscribers_01537,22,female
subscribers_01538,16,male
subscribers_01539,44,male
subscribers_01540,30,female
subscribers_01541,56,male
subscribers_01542,48,male
subscribers_01543,55,female
subscribers_01544,53,female
subscribers_01545,61,male
subscribers_01546,21,male
subscribers_01547,68,male
subscribers_01548,28,female
subscribers_01549,42,female
subscribers_01550,27,male
subscribers_01551,59,female
subscribers_01552,26,male
subscribers_01553,58,female
subscribers_01554,40,male
subscribers_01555,33,male
subscribers_01556,62,male
subscribers_01557,20,male
subscribers_01558,44,male
subscribers_01559,54,female
subscribers_01560,18,male
subscribers_01561,77,male
subscribers_01562,62,female
subscribers_01563,24,male
subscribers_01564,19,male
subscribers_01565,41,male
subscribers_01566,20,male
subscribers_01567,29,male
subscribers_01568,33,female
subscribers_01569,91,male
subscribers_01570,62,female
subscribers_01571,46,male
subscribers_01572,19,male
subscribers_01573,27,male
subscribers_01574,49,male
subscribers_01575,40,female
subscribers_01576,28,female
subscribers_01577,45,female
subscribers_01578,38,female
subscribers_01579,61,female
subscribers_01580,26,male
subscribers_01581,72,male
subscribers_01582,37,female
subscribers_01583,26,female
subscribers_01584,21,female
subscribers_01585,46,male
subscribers_01586,65,male
subscribers_01587,36,female
subscribers_01588,29,female
subscribers_01589,60,female
subscribers_01590,70,male
subscribers_01591,62,female
subscribers_01592,46,female
subscribers_01593,39,female
subscribers_01594,53,male
subscribers_01595,40,male
subscribers_01596,16,female
subscribers_01597,15,female
subscribers_01598,61,male
subscribers_01599,77,male
subscribers_01600,45,male
subscribers_01601,16,male
subscribers_01602,79,male
subscribers_01603,25,male
subscribers_01604,44,female
subscribers_01605,27,male
subscribers_01606,36,male
subscribers_01607,54,female
subscribers_01608,44,male
subscribers_01609,52,male
subscribers_01610,66,male
subscribers_01611,40,female
subscribers_01612,19,female
subscribers_01613,52,male
subscribers_01614,20,female
subscribers_01615,21,male
subscribers_01616,64,female
subscribers_01617,49,female
subscribers_01618,21,male
subscribers_01619,19,male
subscribers_01620,68,male
subscribers_01621,94,female
subscribers_01622,33,male
subscribers_01623,44,male
subscribers_01624,73,female
subscribers_01625,46,female
subscribers_01626,28,male
subscribers_01627,58,male
subscribers_01628,34,female
subscribers_01629,37,female
subscribers_01630,83,female
subscribers_01631,51,female
subscribers_01632,40,male
subscribers_01633,63,female
subscribers_01634,65,male
subscribers_01635,21,male
subscribers_01636,29,female
subscribers_01637,22,male
subscribers_01638,17,male
subscribers_01639,22,male
subscribers_01640,77,male
subscribers_01641,36,female
subscribers_01642,48,male
subscribers_01643,29,male
subscribers_01644,55,male
subscribers_01645,70,male
subscribers_01646,33,female
subscribers_01647,43,female
subscribers_01648,70,male
subscribers_01649,55,male
subscribers_01650,63,male
subscribers_01651,61,male
subscribers_01652,48,female
subscribers_01653,56,male
subscribers_01654,47,male
subscribers_01655,60,male
subscribers_01656,61,female
subscribers_01657,63,male
subscribers_01658,51,male
subscribers_01659,41,male
subscribers_01660,44,male
subscribers_01661,58,female
subscribers_01662,64,male
subscribers_01663,30,male
subscribers_01664,23,female
subscribers_01665,41,male
subscribers_01666,65,male
subscribers_01667,22,male
subscribers_01668,25,female
subscribers_01669,15,male
subscribers_01670,36,female
subscribers_01671,68,male
subscribers_01672,51,female
subscribers_01673,76,male
subscribers_01674,35,male
